head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Adolphine,Sigiswald,romantic,undirected,12,0.9780326133333334,0.99501365,2.508604123145761,"Infobox field family/Spouse: Nahelache (First Wife, Former Second Wife) Adolphine (First Wife, Former) Rozemyne (Engaged, Cancelled) | With Eglantine now removed from his consideration for a first wife, Sigiswald gets engaged with Adolphine of Drewanchel. | Infobox field family/Spouse: Prince Sigiswald (Former)"
Hartmut,Rozemyne,service_retainer,directed,2,0.995509135,0.9996551,1.0936785691923603,"Hartmut (ハルトムート Harutomuuto) is an archnoble scholar, who serves as Rozemyne’s retainer. | Infobox field occupation: Adult Scholar Rozemyne's Retainer Ehrenfest's High Priest (Former)"
Gil,Myne,service_retainer,directed,2,0.9954997,0.9962643,1.0936682037854166,"At age 10, Gil agreed to serve the apprentice blue shrine maiden Myne, reasoning that he'd get better food to eat as an apprentice attendant than as an orphan gray priest. | Infobox field occupation: Rozemyne's attendant Myne's attendant (Former)"
Leberecht,Florencia,service_retainer,directed,2,0.9954493950000001,0.99949515,1.0936129380942352,"Leberecht (レーベレヒト, Reeberehito) is an archscholar who serves as Florencia's retainer. | Infobox field occupation: Florencia's Retainer Adult Scholar"
Lamprecht,Traugott,family,undirected,2,0.9953232000000001,0.9960555,1.093474298716467,"Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased)"
Adelbert,Veronica,enemy_rival,undirected,2,0.9949351200000001,0.997761,1.0930479492594805,"Although Adelbert intervened to protect Ferdinand when possible, Veronica continued to torment him throughout his life, especially as the archduke's health began to fail. | Although Ferdinand's status as a child not baptised under a legal wife, meant that he could not compete with Sylvester for the position of archduke, Veronica viewed him as a threat and treated him with open hostility."
Eckhart,Traugott,family,undirected,2,0.9948016399999999,0.99637043,1.092901306491189,"Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew)"
Kenntrips,Raufereg,family,undirected,2,0.9946911350000001,0.9954921,1.0927799043402298,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Codenest (Cousin) | Infobox field family/Relatives: Hildebrand (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) Codenest (Cousin)
Oderkunst,Adolphine,service_retainer,directed,2,0.994668155,0.99696594,1.0927546582298362,"Infobox field occupation: Scholar Adolphine's Retainer | When Prince Sigiswald married Lady Adolphine, he was assigned to be her retainer, which also reunited him with his younger sister Lisbeth, who serves as Adolphine's attendant and thus accompanied her to the Sovereignty, upon her engagement."
Oderkunst,Sigiswald,service_retainer,directed,2,0.9946071,0.9963076,1.0926875824565514,"After the divorce with Lord Sigiswald, its unclear if he remained in her service. | When Prince Sigiswald married Lady Adolphine, he was assigned to be her retainer, which also reunited him with his younger sister Lisbeth, who serves as Adolphine's attendant and thus accompanied her to the Sovereignty, upon her engagement."
Bezewanst,Wilfried,family,undirected,2,0.994597255,0.99558496,1.0926767666185695,Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin) | Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle) Detlinde (Cousin) Alstede (Cousin) Rudiger (Cousin) Fifth Aub Ehrenfest (Great-Grandfather)
Raufereg,Reginald,family,undirected,2,0.994588875,0.9950891,1.0926675602475906,Infobox field family/Relatives: Hildebrand (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) Codenest (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Hildebrand (Cousin) Raufereg (Cousin) Lungtase (Cousin)
Bonifatius,Siegrecht,family,undirected,2,0.99457835,0.9953939,1.0926559973532524,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Relatives: Karstedt (Grandfather) Elvira (Grandmother) Bonifatius (Great-Grandfather)"
Cornelius,Lamprecht,family,undirected,2,0.994576625,0.99490535,1.0926541022470544,"As one of Rozemyne's older brothers, he is the third son of Karstedt and Elvira, the younger brother of Eckhart and Lamprecht. | Lamprecht is the second son of Karstedt and Elvira, and a brother of Eckhart, Cornelius, and Rozemyne."
Previous Count Leisegang,Traugott,family,undirected,2,0.99457185,0.9966376,1.092648856373376,"Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Codenest,Kenntrips,family,undirected,2,0.99448192,0.9959054,1.092550058170256,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Codenest (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin)
Cornelius,Traugott,family,undirected,2,0.99444622,0.99642134,1.0925108377115507,"Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew)"
Raublut,Trauerqual,service_retainer,directed,2,0.9943887499999999,0.9960736,1.0924477004633208,Infobox field occupation: Prisoner Sovereign Knight's Order Commander (Former) Zent Trauerqual's Retainer (Former) Third Prince's Retainer (Former) Gervasio's Retainer (Former) | His position as the trusted knight commander who has served Zent Trauerqual faithfully for a long time helped him a great deal in his clandestine scheming on behalf of Gervasio.
Nikolaus,Previous Count Leisegang,family,undirected,2,0.99434988,0.9961898,1.0924049974036603,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Lamprecht,Previous Count Leisegang,family,undirected,2,0.9942352999999999,0.9959449,1.0922791184076246,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Codenest,Raufereg,family,undirected,2,0.99419338,0.99568236,1.0922330645804839,Infobox field family/Relatives: Hildebrand (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) Codenest (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin)
Clarissa,Rozemyne,service_retainer,directed,2,0.994141975,0.9975908,1.0921765904157847,"As a graduate of the Royal Academy, she's now an adult archscholar who will continue to be Rozemyne's retainer in Alexandria. | Infobox field occupation: Rozemyne's Retainer Scholar Royal Academy Student (Former)"
Rozemyne,Traugott,family,undirected,2,0.99406281,0.99645126,1.0920896187739524,"Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Relatives: Detlinde (Cousin, Adoptive) Rudiger (Cousin, Adoptive) Traugott (Cousin, Baptismal) Previous Count Leisegang (Great-Grandfather, Baptismal, Deceased) Siegrecht (Nephew, Baptismal) Deid's Mother (Distant Cousin,Biological)"
Bezewanst,Melchior,family,undirected,2,0.99404065,0.9958587,1.0920652735256355,"Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin) | Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin)"
Detlinde,Ferdinand,romantic,undirected,2,0.9939179149999999,0.99441916,1.0919304353463857,"Infobox field family/Spouse: Ferdinand (Engaged, Cancelled) | Infobox field family/Spouse: Rozemyne (Engaged) Detlinde (Engaged, Cancelled)"
Strahl,Rozemyne,service_retainer,directed,2,0.993902955,0.99473876,1.0919140001065473,"After the Lanzenave invasion was defeated and the founding of Alexandria, Strahl joins Rozemyne's service as Aub Alexandria and is reinstated as the Knight Commander. | Infobox field occupation: Alexandria's Knight's Commander Rozemyne's Retainer Ferdinand's Retainer (Former) Ahrensbach Knight Commander (Former) Gieselfried's Retainer (Former) Knight"
Melchior,Rudiger,family,undirected,2,0.993858,0.9941533,1.0918646119911102,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased)"
Detlinde,Melchior,family,undirected,2,0.99382455,0.9942521,1.0918278634100544,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin)"
Eckhart,Previous Count Leisegang,family,undirected,2,0.99374665,0.9949773,1.091742281512767,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Raufereg,Rasantark,service_retainer,directed,2,0.993723005,0.99396086,1.0917163048252014,If Rasantark wins: Raufereg would be demoted to an archnoble and his retainers would be dismissed. | If Raufereg wins: Rasantark and Kenntrips would lose their retainerships to Lestilaut and their suitor statuses.
Bertilde,Previous Count Leisegang,family,undirected,2,0.993652285,0.99407107,1.091638610964147,"Infobox field family/Relatives: Previous Count Leisegang (Great-Great-Grandfather, Deceased) First Count Groschel (Great-Grandfather) Bezewanst (Granduncle) Veronica (Grandaunt) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Thorsten,Wilfried,service_retainer,directed,2,0.99360815,0.9966577,1.0915901237107866,Infobox field occupation: Scholar Wilfried's Retainer | Thorsten is an Ehrenfest noble serves Wilfried as an adult archscholar.
Rudiger,Wilfried,family,undirected,2,0.9936079250000001,0.99469465,1.0915898765230216,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle) Detlinde (Cousin) Alstede (Cousin) Rudiger (Cousin) Fifth Aub Ehrenfest (Great-Grandfather) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased)"
Bezewanst,Charlotte,family,undirected,2,0.99359975,0.995695,1.0915808953675616,"Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin) | Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin)"
Codenest,Rasantark,family,undirected,2,0.99354472,0.99358034,1.0915204387333164,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Raufereg (Cousin) Codenest
Cornelius,Previous Count Leisegang,family,undirected,2,0.9935400999999999,0.9945746,1.0915153631445427,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Charlotte,Rudiger,family,undirected,2,0.993401785,0.9934356,1.0913634085858355,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased)"
Hannelore,Reginald,family,undirected,2,0.99332729,0.99371225,1.0912815674633911,Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Hildebrand (Cousin) Raufereg (Cousin) Lungtase (Cousin)
Hartmut,Previous Count Leisegang,family,undirected,2,0.993159975,0.9937483,1.0910977531483126,"Infobox field family/Relatives: Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Georgine,Karstedt,family,undirected,2,0.99314535,0.99359185,1.091081685943591,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Relatives: Sylvester (Cousin) Ferdinand (Cousin) Georgine (Cousin) Constanze (Cousin) Traugott (Nephew)"
Rasantark,Raufereg,family,undirected,2,0.993073725,0.99459535,1.091002997838415,Infobox field family/Relatives: Hildebrand (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) Codenest (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Raufereg (Cousin) Codenest
Wilma,Rozemyne,service_retainer,directed,2,0.993063015,0.99696773,1.0909912317008035,"Wilma (ヴィルマ, Viruma) is a gray shrine maiden who serves as one of Rozemyne’s attendants at the Ehrenfest temple. | Infobox field occupation: Rozemyne's attendant Managing the orphanage Christine's Attendant (Former)"
Bezewanst,Elvira,family,undirected,2,0.9930493300000001,0.99657226,1.0909761971916332,"Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin) | Infobox field family/Uncle: Adelbert (In-Law, Deceased) Bezewanst (Cousin)"
Hannelore,Kenntrips,family,undirected,2,0.992973805,0.99462885,1.0908932244985314,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Codenest (Cousin) | Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin)
Constanze,Karstedt,family,undirected,2,0.9927802,0.9933143,1.0906805276663838,"Infobox field family/Relatives: Sylvester (Cousin) Ferdinand (Cousin) Georgine (Cousin) Constanze (Cousin) Traugott (Nephew) | Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Melchior (Nephew) Charlotte (Niece) Henriette (Niece) Detlinde (Niece) Rozemyne (Niece, through adoption) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased)"
Bonifatius,Irmhilde,family,undirected,2,0.99277785,0.9938658,1.0906779459275053,"Infobox field family/Sister: Irmhilde (Half-Sister, Deceased) Veronica (In-Law) Unnamed Younger Sister (Deceased) | Apart from his brother, Bonifatius had two sisters, Irmhilde and an unnamed girl."
Leonore,Previous Count Leisegang,family,undirected,2,0.99272728,0.9927851,1.0906223891040674,"Infobox field family/Relatives: Previous Count Leisegang (Great-Grandfather, Deceased) Hartmut (Cousin) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Kenntrips,Lungtase,family,undirected,2,0.992710925,0.99505675,1.0906044213000863,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Codenest (Cousin) | Infobox field family/Relatives: Hildebrand (Cousin) Kenntrips (Cousin) Rasantark (Cousin)
Karstedt,Sylvester,family,undirected,2,0.992650485,0.9953425,1.090538021173359,"Infobox field family/Relatives: Karstedt (Cousin) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased) Rudiger (Nephew) | Infobox field family/Relatives: Sylvester (Cousin) Ferdinand (Cousin) Georgine (Cousin) Constanze (Cousin) Traugott (Nephew)"
Detlinde,Rozemyne,family,undirected,2,0.9926001149999999,0.99436593,1.090482684072379,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Infobox field family/Relatives: Detlinde (Cousin, Adoptive) Rudiger (Cousin, Adoptive) Traugott (Cousin, Baptismal) Previous Count Leisegang (Great-Grandfather, Baptismal, Deceased) Siegrecht (Nephew, Baptismal) Deid's Mother (Distant Cousin,Biological)"
Rozemyne,Rudiger,family,undirected,2,0.992554665,0.99357647,1.090432752143859,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased) | Infobox field family/Relatives: Detlinde (Cousin, Adoptive) Rudiger (Cousin, Adoptive) Traugott (Cousin, Baptismal) Previous Count Leisegang (Great-Grandfather, Baptismal, Deceased) Siegrecht (Nephew, Baptismal) Deid's Mother (Distant Cousin,Biological)"
Magdalena,Werdekraf's Elder Brother,family,undirected,2,0.9924761799999999,0.99797136,1.0903465275583828,Werdekraf's Elder Brother is a member of Dunkelfelger's archducal family and the elder brother of Werdekraf and Magdalena. | Infobox field family/Sister: Magdalena
Aurelia,Blasius,family,undirected,2,0.99237065,0.9957105,1.0902305910035597,"Infobox field family/Relatives: Detlinde (Cousin) Wolfram (Cousin, Deceased) Alstede (Cousin) Blasius (Cousin) Letizia (Cousin, Adoptive) | Infobox field family/Relatives: Aurelia (Cousin) Martina (Cousin) Letizia (Niece)"
Fey,Sieg,family,undirected,2,0.99233273,0.99249506,1.0901889316255735,Infobox field family/Relatives: Fey (Cousin) Gunther's Father (Distant Cousin) | Infobox field family/Relatives: Zasha (Cousin) Sieg (Cousin) Ralph (Cousin) Lutz (Cousin)
Fey,Ralph,family,undirected,2,0.992296335,0.9930061,1.0901489476313273,Infobox field family/Relatives: Zasha (Cousin) Sieg (Cousin) Ralph (Cousin) Lutz (Cousin) | Infobox field family/Relatives: Fey (Cousin) Gunther's Father (Distant Cousin)
Adelbert,Irmhilde,family,undirected,2,0.992240035,0.9940003,1.0900870957594753,"Infobox field family/Sister: Irmhilde (Half-Sister, Deceased) Unnamed Woman (Half-Sister, Deceased) | At the time, Adelbert was engaged to marry his paternal half-sister Irmhilde as his second wife, at which point he intended to have Ferdinand baptized as her legitimate son."
Codenest,Hannelore,family,undirected,2,0.992179845,0.99235255,1.0900209702858203,Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin)
Previous Count Leisegang,Rozemyne,family,undirected,2,0.9921649,0.9925022,1.0900045515251664,"Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter) | Infobox field family/Relatives: Detlinde (Cousin, Adoptive) Rudiger (Cousin, Adoptive) Traugott (Cousin, Baptismal) Previous Count Leisegang (Great-Grandfather, Baptismal, Deceased) Siegrecht (Nephew, Baptismal) Deid's Mother (Distant Cousin,Biological)"
Adelbert,Rozemyne,family,undirected,2,0.992160275,0.9936417,1.0899994704433311,"Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, through Adoption) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Rudiger (Grandson) Detlinde (Granddaughter) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | Infobox field family/Grandfather: Bonifatius (Baptismal) Adelbert (Adoptive, Deceased)"
Hildebrand,Reginald,family,undirected,2,0.99208368,0.99338996,1.0899153222350806,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Hildebrand (Cousin) Raufereg (Cousin) Lungtase (Cousin) | Infobox field family/Relatives: Eglantine (Cousin) Lestilaut (Cousin) Hannelore (Cousin) Reginald (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Raufereg (Cousin) Lungtase (Cousin) Nahelache's Son (Half-Nephew) Stephareine (Half-Niece)
Ferdinand,Karstedt,family,undirected,2,0.9920271,0.9921548,1.0898531627517878,"Infobox field family/Relatives: Sylvester (Cousin) Ferdinand (Cousin) Georgine (Cousin) Constanze (Cousin) Traugott (Nephew) | Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Through Adoption) Charlotte (Niece) Melchior (Nephew) Henriette (Niece) Detlinde (Niece) Rudiger (Nephew)"
Georgine,Rudiger,family,undirected,2,0.9920011,0.9946964,1.0898245988322823,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Florencia Georgine (Deceased)"
Immanuel,Raublut,enemy_rival,undirected,2,0.9919631499999999,0.9943363,1.0897829064959275,"Especially talks between Immanuel and the Sovereign Knight's Commander Raublut tend to escalate into acidic verbal spats. | Due to Relichion refusing to cooperate with Raublut, the Sovereign Knight's Commander has him assassinated with poison, which results in Immanuel being promoted to Sovereign High Bishop."
Brunhilde,Previous Count Leisegang,family,undirected,2,0.991957515,0.99281377,1.0897767158156808,"Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter) | Infobox field family/Relatives: Previous Count Leisegang (Great-Great-Grandfather, Deceased) First Count Groschel (Great-Grandfather) Bezewanst (Granduncle, Disowned) Veronica (Grandaunt)"
